epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
9	0.0060	1.8678	3744	1.59 hr	488.30s	44.17s	532.55s
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
epoch	metric	loss	iter	time	train_time	validation_time	epoch_time
